Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,HeatingQC,CentralAir,Electrical,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageQual,GarageCond,PavedDrive,Fence,SaleType,SaleCondition,SalePrice,group,lotarea_new,grlivarea_new,_1stflrsf_new,age_built,age_remode,y
84,20,RL,Pave,OT,IR,Low,Other,NAmes,Norm,Type1,Type2,5,5,Other,type2,type2,TA,CBlock,TA,TA,No,0,Gd,Y,type1,0,1,3,1,TA,6,0,OT,type1,2,TA,TA,Y,OT,old,Normal,126500,train,9.092907275,6.970730078,6.970730078,51,51,11.74799759
85,80,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,7,5,Other,type3,type3,TA,PConc,Gd,TA,No,0,Gd,Y,type1,0,2,3,1,TA,7,1,TA,BuiltIn,2,TA,TA,Y,OT,old,Normal,168500,train,9.051344641,7.295735073,6.689599269,16,15,12.03469103
86,60,RL,Pave,OT,Reg,Low,Other,NoRidge,Norm,Type1,Type2,8,5,Hip,type3,type3,Gd,CBlock,Gd,TA,No,0,Ex,Y,type1,0,2,4,1,Gd,9,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,260000,train,9.684024719,7.790282381,7.170888479,20,19,12.46843691
87,60,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,6,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,0,Ex,Y,type1,0,2,3,1,Gd,6,1,Gd,BuiltIn,2,TA,TA,Y,OT,old,Normal,174000,train,9.385217622,7.3524411,6.527957918,6,6,12.06681058
88,160,FV,Pave,Pa,Reg,Low,Other,Somerst,Norm,Type1,Type2,6,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,0,Ex,Y,type1,0,2,2,1,Gd,4,0,OT,type1,2,TA,TA,Y,OT,New,Partial,164500,train,8.28172399,7.109879463,6.416732283,2,2,12.01066585
89,50,C,Pave,OT,IR,Low,Other,IDOTRR,Artery,Type1,Type1,3,2,Hip,type3,type3,Fa,CBlock,TA,Fa,No,0,TA,N,type1,0,1,2,1,Fa,6,0,OT,OT,0,OT,OT,N,MnPrv,old,Family,85000,train,9.044285788,7.330405212,6.920671504,96,29,11.35040654
90,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,4,5,Other,type3,type3,TA,PConc,Gd,TA,No,588,Ex,Y,type1,1,1,3,1,TA,5,0,OT,OT,0,OT,OT,Y,OT,old,Normal,123600,train,8.995908761,6.897704943,6.897704943,17,16,11.72480582
91,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,4,5,Other,type3,type2,TA,Slab,OT,Fa,OT,0,TA,Y,type2,0,1,2,1,TA,4,0,OT,type1,2,TA,TA,Y,OT,old,Normal,109900,train,8.881836305,6.946975992,6.946975992,61,61,11.60732614
92,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,3,Hip,type3,type3,TA,CBlock,TA,TA,No,600,TA,Y,type1,0,1,2,1,TA,6,0,OT,Attchd,2,TA,TA,Y,GdWo,old,Family,98600,train,9.047821443,7.118826249,7.118826249,50,50,11.49882654
93,30,RL,Pave,Gr,IR,Low,Other,Crawfor,Norm,Type1,Type2,5,7,Other,type2,type2,TA,type1,Gd,TA,No,713,Ex,Y,type1,1,1,2,1,TA,5,0,OT,type1,2,TA,TA,Y,OT,old,Normal,163500,train,9.500020447,6.871091295,6.871091295,90,5,12.00456827
94,190,C,Pave,OT,Reg,Low,Other,OldTown,Norm,Type2,Type1,6,6,Hip,type2,type2,TA,type1,TA,Fa,Mn,1046,Ex,N,type1,0,2,4,2,TA,9,1,Gd,type1,2,TA,TA,Y,OT,old,Normal,133900,train,8.881836305,7.736743683,7.138867,101,13,11.80484853
95,60,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,6,5,Other,type3,type3,TA,PConc,Gd,TA,No,648,Ex,Y,type1,1,2,3,1,Gd,7,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,204750,train,9.141740281,7.487733761,6.807934944,14,14,12.229545
96,60,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,6,8,Other,type3,type3,Ex,PConc,Gd,Gd,No,310,Gd,Y,type1,0,2,3,1,TA,6,1,TA,BuiltIn,2,TA,TA,Y,OT,old,Normal,185000,train,9.186559843,7.29301768,6.522092798,18,18,12.1281111
97,20,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,1162,Ex,Y,type1,0,2,3,1,Gd,6,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,214000,train,9.236397906,7.370230642,7.370230642,12,12,12.27373129
98,20,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,4,5,Hip,type3,type3,TA,CBlock,TA,TA,No,520,TA,Y,type2,1,1,3,1,TA,6,0,OT,Attchd,1,TA,TA,P,OT,old,Normal,94750,train,9.29844282,6.866933285,6.866933285,46,46,11.45899712
99,30,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,5,5,Other,type2,type2,TA,type1,TA,TA,No,108,Fa,N,type1,0,1,2,1,TA,5,0,OT,type1,1,Fa,TA,Y,OT,old,Family,83000,train,9.270964994,6.727431725,6.727431725,91,61,11.32659589
100,20,RL,Pave,OT,IR,Low,Other,NAmes,Norm,Type1,Type2,4,5,Other,type3,type3,TA,CBlock,TA,TA,No,569,Fa,Y,type1,1,1,3,1,TA,6,0,OT,OT,0,OT,OT,Y,OT,old,Normal,128950,train,9.139917908,7.110696123,7.110696123,52,52,11.76718001
101,20,RL,Pave,OT,IR,Low,Other,NWAmes,Norm,Type1,Type2,6,7,Other,type3,type3,TA,PConc,TA,TA,Mn,1200,Gd,Y,type1,1,2,3,1,Gd,6,2,TA,Attchd,2,TA,TA,Y,OT,old,Normal,205000,train,9.268892259,7.383989458,7.383989458,34,10,12.23076526
102,60,RL,Pave,OT,Reg,Low,Other,SawyerW,Norm,Type1,Type2,6,5,Other,type3,type3,Gd,CBlock,Gd,TA,No,0,TA,Y,type1,0,2,3,1,Gd,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,178000,train,9.127610724,7.457032089,6.884486652,26,26,12.08953883
103,90,RL,Pave,OT,Reg,Bnk,Other,SawyerW,Norm,Type2,Type2,5,5,Other,type3,type3,TA,Slab,OT,Fa,OT,0,TA,Y,type1,0,2,4,2,TA,8,0,OT,Attchd,2,TA,TA,Y,OT,old,Family,118964,train,8.856233556,7.33628566,7.33628566,32,32,11.68657621
104,20,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,TA,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,6,0,OT,Attchd,3,TA,TA,Y,OT,old,Normal,198900,train,9.249753374,7.111512117,7.111512117,2,2,12.20055747
105,50,RM,Pave,OT,Reg,Low,Other,IDOTRR,Norm,Type1,Type1,7,4,Other,type2,type2,TA,PConc,TA,TA,No,224,Ex,Y,type2,0,1,4,1,TA,7,2,TA,type1,1,TA,TA,Y,OT,old,Normal,169500,train,8.956479848,7.505492275,7.111512117,80,61,12.04060821
106,60,FV,Pave,OT,Reg,Low,Other,Somerst,Norm,Type1,Type2,8,5,Hip,type3,type3,Gd,PConc,Ex,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,9,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,250000,train,9.145801851,7.596894438,6.959398512,8,7,12.4292162
107,30,RM,Pave,Gr,Reg,Low,Other,OldTown,Norm,Type1,Type2,4,7,Other,type3,type3,TA,type1,Fa,TA,No,0,Gd,Y,type1,0,1,2,1,TA,6,0,OT,type1,1,Fa,Fa,N,OT,old,Normal,100000,train,9.287301413,6.953684211,6.953684211,126,16,11.51292547
108,20,RM,Pave,OT,Reg,Low,Other,OldTown,Norm,Type1,Type2,5,5,Other,type3,type3,TA,CBlock,TA,TA,No,104,Ex,Y,type1,0,1,2,1,TA,5,0,OT,type1,1,TA,TA,Y,OT,old,Partial,115000,train,8.699514748,6.670766321,6.670766321,63,61,11.65268741
109,50,RM,Pave,OT,Reg,Low,Other,IDOTRR,Artery,Type1,Type1,5,7,Other,type3,type3,TA,CBlock,TA,TA,No,0,TA,N,type2,0,2,3,1,Fa,7,0,OT,OT,0,OT,OT,N,OT,old,Normal,115000,train,9.047821443,7.324489979,6.90475077,92,6,11.65268741
110,20,RL,Pave,OT,IR,Low,Other,NWAmes,Norm,Type1,Type2,6,6,Hip,type3,type3,TA,CBlock,Gd,TA,No,705,Ex,Y,type1,0,2,3,1,TA,7,1,TA,Attchd,2,TA,TA,Y,MnPrv,old,Normal,190000,train,9.371693622,7.519692404,7.519692404,34,34,12.15477935
111,50,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type1,6,4,Other,type2,type2,TA,CBlock,TA,Fa,No,444,Gd,Y,type1,0,2,4,1,TA,7,0,OT,Attchd,1,TA,TA,Y,OT,old,Normal,136900,train,9.1616752,7.525639975,7.103322063,57,39,11.82700601
112,80,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,7,5,Other,type3,type3,TA,PConc,Gd,TA,No,250,Ex,Y,type1,0,2,3,1,TA,7,1,TA,BuiltIn,2,TA,TA,Y,OT,old,Normal,180000,train,8.955448122,7.265429723,6.651571874,11,11,12.10071213
113,60,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Ex,TA,Mn,984,Ex,Y,type1,1,2,4,1,Ex,10,1,Gd,BuiltIn,3,TA,TA,Y,OT,New,Partial,383970,train,9.206834233,7.899524472,7.156176638,4,4,12.8583197
114,20,RL,Pave,OT,Reg,Bnk,Other,Crawfor,Norm,Type1,Type2,6,5,Hip,type2,type2,TA,CBlock,Gd,TA,Mn,35,TA,Y,type1,1,2,3,1,Gd,7,2,Gd,type1,2,TA,TA,Y,MnPrv,old,Family,217000,train,9.952277717,7.722677517,7.722677517,58,58,12.28765263
115,70,RL,Pave,OT,IR,Low,Other,Crawfor,Norm,Type1,Type2,6,8,Other,type2,type2,TA,CBlock,TA,TA,No,774,Ex,Y,type1,1,2,3,1,Gd,9,1,TA,type1,1,TA,TA,Y,MnPrv,old,Normal,259500,train,8.889997357,7.749322465,7.26961675,66,9,12.46651198
116,160,FV,Pave,Pa,Reg,Low,Other,Somerst,Norm,Type1,Type2,6,5,Other,type2,type2,TA,PConc,Gd,TA,No,419,Gd,Y,type1,0,2,2,1,TA,5,1,Fa,type1,2,TA,TA,Y,OT,old,Normal,176000,train,8.080237416,7.284820913,6.591673732,12,12,12.07823927
117,20,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type1,Type2,5,5,Other,type2,type2,TA,CBlock,TA,TA,No,170,TA,Y,type1,0,1,3,1,TA,6,1,Po,Attchd,1,TA,TA,Y,OT,old,Normal,139000,train,9.360138737,6.995766156,6.995766156,49,49,11.84222921
118,20,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,5,5,Other,type3,type3,TA,PConc,Gd,TA,No,0,Gd,Y,type1,0,1,2,1,TA,5,0,OT,Attchd,2,TA,TA,Y,OT,New,Partial,155000,train,9.052047793,7.025538315,7.025538315,5,4,11.9511804
119,60,RL,Pave,OT,Reg,Low,Other,SawyerW,Norm,Type1,Type2,7,5,Hip,type3,type3,TA,PConc,Gd,TA,Mn,1470,Gd,Y,type1,1,3,5,1,Gd,11,2,TA,Attchd,3,TA,TA,Y,OT,old,Normal,320000,train,9.423514392,8.077757564,7.437795122,21,21,12.67607628
120,60,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,6,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,8,1,Gd,Attchd,2,TA,TA,Y,OT,New,Partial,163990,train,9.043222649,7.283448229,6.590301048,6,5,12.00756073
121,80,RL,Pave,OT,IR,Low,CulD,ClearCr,Norm,Type1,Type2,6,5,Other,type3,type3,TA,CBlock,TA,TA,Gd,938,Ex,Y,type1,1,1,1,1,TA,4,2,TA,Attchd,2,TA,TA,Y,OT,old,Normal,180000,train,9.973619775,6.895682698,6.895682698,42,42,12.10071213
122,50,RM,Pave,OT,Reg,Low,Other,IDOTRR,Norm,Type1,Type1,4,5,Other,type1,type1,TA,PConc,TA,TA,No,0,Gd,Y,type1,0,1,3,1,TA,4,0,OT,type1,1,TA,TA,P,MnPrv,old,Normal,100000,train,8.709465079,7.023758955,6.64898455,72,61,11.51292547
123,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,6,7,Hip,type2,type2,TA,CBlock,TA,TA,No,570,Gd,Y,type1,0,1,3,1,TA,5,0,OT,Attchd,1,TA,TA,Y,OT,old,Normal,136000,train,9.155250406,6.98471632,6.98471632,53,53,11.82041017
124,120,RL,Pave,OT,Reg,Low,Other,SawyerW,Norm,Type1,Type2,6,5,Other,type3,type3,Gd,PConc,Gd,TA,No,300,Ex,Y,type1,0,2,2,1,Gd,5,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,153900,train,8.973604867,7.089243155,7.089243155,18,18,11.94405832
125,20,RL,Pave,OT,IR,Low,CulD,NWAmes,Norm,Type1,Type2,6,5,Other,type3,type3,TA,CBlock,Gd,Fa,No,0,TA,Y,type1,0,2,3,1,TA,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,181000,train,9.743494841,7.368970402,7.368970402,32,13,12.10625231
126,190,RM,Pave,OT,Reg,Low,Other,IDOTRR,Norm,Type2,Type1,6,8,Other,type2,type2,TA,CBlock,TA,TA,Mn,490,Gd,N,type1,1,1,2,1,TA,5,0,OT,OT,0,OT,OT,N,OT,old,Normal,84500,train,8.821732381,6.625392368,6.253828812,76,29,11.34450681
127,120,RL,Pave,OT,IR,Low,Other,NPkVill,Norm,Type1,Type2,6,5,Other,type3,type3,TA,CBlock,Gd,TA,No,120,TA,Y,type1,0,2,2,1,TA,5,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,128000,train,8.502688505,6.864847778,6.864847778,35,35,11.75978554
128,45,RM,Pave,OT,IR,Bnk,Other,OldTown,Artery,Type1,Type1,5,7,Other,type2,type2,TA,type1,TA,TA,No,116,Ex,Y,type1,0,1,3,1,TA,5,1,TA,OT,0,OT,OT,N,OT,old,Normal,87000,train,8.386628821,6.733401892,6.733401892,81,61,11.3736634
129,60,RL,Pave,OT,Reg,Low,Other,NAmes,Pos,Type1,Type2,6,5,Other,type3,type3,TA,CBlock,TA,TA,No,512,TA,Y,type1,0,1,3,1,TA,6,1,Fa,Attchd,2,TA,TA,Y,OT,old,Normal,155000,train,8.93458687,7.206377292,6.492239835,45,45,11.9511804
130,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,7,Other,type3,type3,TA,CBlock,TA,TA,No,567,TA,Y,type2,0,1,3,1,Ex,6,0,OT,type1,2,TA,TA,Y,MnWw,old,Family,150000,train,9.101975347,6.959398512,6.959398512,53,20,11.91839057
131,60,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,7,6,Other,type2,type2,TA,CBlock,TA,TA,No,445,Ex,Y,type1,0,2,4,1,Gd,8,2,Gd,Attchd,2,TA,TA,Y,GdPrv,old,Normal,226000,train,9.560997244,7.676473646,7.103322063,45,45,12.32829028
132,60,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,6,5,Other,type3,type3,Gd,PConc,Gd,TA,No,695,Ex,Y,type1,1,2,3,1,Gd,7,1,TA,BuiltIn,2,TA,TA,Y,OT,old,Normal,244000,train,9.411156511,7.627544391,6.929516771,11,11,12.4049235
133,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,6,Other,type2,type2,TA,CBlock,TA,TA,No,405,Gd,Y,type1,1,1,3,1,Gd,7,0,OT,type1,2,TA,TA,Y,OT,old,Normal,150750,train,8.907612341,7.190676034,7.190676034,52,9,11.92337812
134,20,RL,Pave,OT,IR,Low,Other,Timber,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Ex,TA,No,1005,Ex,Y,type1,1,2,2,1,Gd,6,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,220000,train,8.832441792,7.167037877,7.167037877,10,9,12.30138283
135,20,RL,Pave,OT,IR,Low,Other,Sawyer,Norm,Type1,Type2,5,6,Other,type3,type3,TA,CBlock,TA,TA,No,570,Gd,Y,type1,0,2,3,1,TA,7,1,TA,Attchd,2,TA,TA,Y,MnPrv,old,Normal,180000,train,9.243291472,7.450660796,7.450660796,43,18,12.10071213
136,20,RL,Pave,OT,Reg,Low,Other,NWAmes,Norm,Type1,Type2,7,6,Hip,type3,type3,TA,PConc,TA,TA,No,0,Gd,Y,type1,0,2,3,1,TA,7,1,Gd,Attchd,2,TA,TA,Y,MnPrv,old,Normal,174000,train,9.249561085,7.427738841,7.427738841,41,41,12.06681058
137,20,RL,Pave,OT,IR,Low,Other,NAmes,Norm,Type1,Type2,5,5,Other,type2,type2,TA,CBlock,TA,TA,No,695,TA,Y,type1,0,2,3,1,TA,5,1,Fa,Attchd,1,TA,TA,Y,OT,old,Normal,143000,train,9.245224774,7.101675972,7.101675972,44,44,11.87059991
138,90,RL,Pave,OT,Reg,Low,Other,Mitchel,Norm,Type2,Type2,7,5,Other,type3,type3,TA,CBlock,TA,TA,No,0,Gd,Y,type1,0,3,5,2,TA,9,0,OT,type1,3,TA,TA,Y,OT,old,Family,171000,train,9.311994026,7.580189418,7.580189418,23,22,12.04941884
139,60,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,668,Ex,Y,type1,0,2,3,1,Gd,7,2,TA,Attchd,3,TA,TA,Y,GdPrv,old,Normal,230000,train,9.112286432,7.524021415,6.9117473,12,11,12.34583459
140,60,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,6,5,Other,type3,type3,TA,PConc,Gd,TA,No,821,Ex,Y,type1,1,2,3,1,Gd,7,0,OT,Attchd,2,TA,TA,Y,MnPrv,old,Normal,231500,train,9.643809677,7.475339237,6.833031733,14,14,12.35233515
141,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,4,5,Other,type3,type3,TA,CBlock,TA,TA,No,432,TA,Y,type1,0,1,3,1,TA,5,1,Po,OT,0,OT,OT,Y,OT,old,Normal,115000,train,9.259130536,6.761572769,6.761572769,40,40,11.65268741
142,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,1300,Ex,Y,type1,1,2,3,1,Gd,7,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,260000,train,9.362632182,7.458186157,7.458186157,6,6,12.46843691
143,50,RL,Pave,OT,Reg,Low,Other,NAmes,Artery,Type1,Type1,5,4,Other,type3,type2,TA,CBlock,TA,TA,No,507,Fa,Y,type1,0,2,4,1,TA,6,0,OT,type1,2,TA,TA,Y,MnPrv,old,Normal,166000,train,9.05017162,7.233455419,6.8134446,59,59,12.01974307
144,20,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Gd,679,Ex,Y,type1,1,2,3,1,Gd,6,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,204000,train,9.243291472,7.313886832,7.313886832,12,12,12.22587527
145,90,RM,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type2,Type2,5,5,Other,type3,type3,TA,CBlock,TA,TA,No,1332,TA,Y,type1,1,2,6,2,TA,10,0,OT,type1,2,TA,TA,Y,OT,old,Family,125000,train,9.116029693,7.454719949,7.454719949,48,48,11.73606902
146,160,RM,Pave,OT,Reg,Low,Other,Edwards,Norm,Type2,Type2,6,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,type1,2,TA,TA,Y,OT,old,Normal,130000,train,7.832807517,7.443663683,6.877296072,7,5,11.77528973
147,30,RM,Pave,OT,Reg,Low,Other,BrkSide,Norm,Type1,Type2,5,7,Other,type2,type2,TA,type1,TA,TA,No,209,TA,Y,type2,1,1,2,1,TA,5,0,OT,type1,1,Fa,TA,Y,OT,old,Normal,105000,train,8.719317376,6.774223886,6.774223886,80,18,11.56171563
148,60,RL,Pave,OT,IR,Low,CulD,Gilbert,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,8,1,Gd,BuiltIn,2,TA,TA,Y,OT,old,Normal,222500,train,9.159573255,7.618251098,6.784457063,10,10,12.31268238
149,20,RL,Pave,OT,Reg,Low,Other,SawyerW,Norm,Type1,Type2,7,5,Other,type3,type3,TA,PConc,Gd,TA,No,680,Ex,Y,type1,1,1,3,1,Gd,6,0,OT,OT,0,OT,OT,Y,OT,old,Normal,141000,train,8.9226583,6.98471632,6.98471632,7,6,11.85651517
150,50,RM,Pave,OT,Reg,Low,Other,BrkSide,Norm,Type1,Type1,5,4,Other,type2,type2,TA,type1,Gd,TA,No,0,Gd,Y,type2,0,1,3,1,TA,7,0,OT,type1,1,Fa,TA,Y,OT,old,Normal,115000,train,8.738735461,7.203405521,6.797940413,75,61,11.65268741
151,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,5,6,Other,type3,type3,TA,CBlock,TA,TA,Mn,716,TA,Y,type1,0,1,3,1,TA,5,0,OT,Attchd,2,TA,TA,Y,MnPrv,old,Normal,122000,train,9.245321341,6.876264612,6.876264612,36,36,11.71177632
152,20,RL,Pave,OT,Reg,Low,Other,NridgHt,Norm,Type1,Type2,8,5,Hip,type3,type3,Gd,PConc,Ex,TA,Gd,1400,Ex,Y,type1,1,2,2,1,Gd,6,1,Gd,Attchd,3,TA,TA,Y,OT,New,Partial,372402,train,9.538996427,7.44424865,7.44424865,4,3,12.8277292
153,60,RL,Pave,OT,IR,Low,CulD,NWAmes,Norm,Type1,Type2,6,5,Other,type3,type3,TA,CBlock,TA,TA,No,416,Gd,Y,type1,0,2,4,1,TA,8,1,Gd,Attchd,2,TA,TA,Y,GdWo,old,Normal,190000,train,9.602585142,7.59739632,7.00033446,40,40,12.15477935
154,20,RL,Pave,OT,Reg,Low,Other,ClearCr,Norm,Type1,Type2,6,7,Other,type3,type3,TA,CBlock,Gd,TA,Gd,429,Gd,Y,type1,1,1,1,1,TA,4,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,235000,train,9.510444964,7.132497552,7.132497552,51,36,12.36734079
155,30,RM,Pave,OT,Reg,Low,Other,OldTown,Norm,Type1,Type2,6,5,Other,type2,type2,TA,type1,TA,TA,No,0,TA,Y,type2,0,1,4,1,TA,7,0,OT,type1,1,Fa,Fa,Y,OT,old,Family,125000,train,9.336091577,7.090076836,7.090076836,88,61,11.73606902
156,50,RL,Pave,OT,Reg,Low,Other,Edwards,Artery,Type1,Type1,6,5,Other,type2,type2,TA,type1,TA,TA,No,0,Fa,N,type2,0,1,2,1,TA,5,0,OT,OT,0,OT,OT,N,OT,old,Normal,79000,train,9.169518378,6.999422468,6.349138991,87,61,11.27720313
157,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,7,Hip,type2,type2,TA,CBlock,OT,Fa,OT,0,TA,Y,type2,0,1,2,1,TA,5,0,OT,type1,2,TA,TA,Y,OT,old,Normal,109500,train,8.881836305,6.946975992,6.946975992,61,61,11.60367983
158,60,RL,Pave,OT,Reg,Low,Other,Timber,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Ex,TA,No,0,Ex,Y,type1,0,2,4,1,Ex,8,1,Gd,BuiltIn,3,TA,TA,Y,OT,New,Partial,269500,train,9.392911898,7.584773078,6.651571874,2,1,12.50432367
159,60,FV,Pave,OT,Reg,Low,Other,Somerst,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,222,Ex,Y,type1,0,2,3,1,Gd,8,1,Gd,Attchd,2,TA,TA,Y,GdWo,old,Normal,254900,train,9.437635294,7.574045005,6.898714534,7,6,12.44862659
160,60,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,57,Ex,Y,type1,1,2,4,1,Gd,9,1,Gd,Attchd,2,TA,TA,Y,OT,New,Partial,320000,train,9.871893681,7.808729307,7.238496841,6,5,12.67607628
161,20,RL,Pave,OT,IR,Low,CulD,Veenker,Norm,Type1,Type2,6,6,Other,type3,type3,TA,PConc,Gd,TA,No,660,TA,Y,type1,0,2,3,1,TA,6,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,162500,train,9.316500568,7.116394144,7.116394144,27,27,11.99843328
162,60,RL,Pave,OT,IR,Low,Other,NridgHt,Norm,Type1,Type2,9,5,Other,type3,type3,Gd,PConc,Ex,TA,Mn,1016,Ex,Y,type1,1,2,3,1,Ex,10,2,Gd,BuiltIn,3,TA,TA,Y,OT,old,Normal,412500,train,9.524274816,7.889084407,7.360103973,8,7,12.92999149
163,20,RL,Pave,OT,Reg,Low,Other,NridgHt,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,1201,Ex,Y,type1,0,2,3,1,Gd,7,1,Gd,Attchd,2,TA,TA,Y,OT,New,Partial,220000,train,9.407714731,7.340186835,7.340186835,6,6,12.30138283
164,45,RL,Pave,OT,Reg,Low,Other,OldTown,Norm,Type1,Type1,4,6,Other,type2,type2,TA,CBlock,TA,TA,No,0,Ex,Y,type1,0,1,1,1,TA,4,0,OT,OT,0,OT,OT,Y,MnPrv,old,Normal,103200,train,8.612503371,6.782192056,6.782192056,55,55,11.54442413
165,40,RM,Pave,Pa,Reg,Low,Other,OldTown,Norm,Type1,Type2,6,7,Other,type2,type2,TA,type1,TA,TA,Mn,370,Gd,Y,type2,0,2,3,1,Gd,5,0,OT,type1,1,TA,TA,Y,OT,old,Normal,152000,train,8.594154233,7.387709239,7.046647278,85,7,11.9316358
166,190,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type2,Type1,5,7,Other,type2,type2,TA,type1,TA,TA,No,351,Gd,Y,type1,1,2,4,2,TA,6,0,OT,OT,0,OT,OT,Y,OT,old,Normal,127500,train,9.220884586,7.211556733,6.694562059,71,12,11.75587164
167,20,RL,Pave,OT,IR,Low,Other,ClearCr,Norm,Type1,Type2,5,5,Hip,type2,type2,Gd,CBlock,TA,TA,No,379,Ex,Y,type2,1,1,2,1,TA,7,3,Gd,Attchd,1,TA,TA,Y,GdWo,old,Normal,190000,train,9.278746405,7.532088144,7.532088144,56,18,12.15477935
168,60,RL,Pave,OT,Reg,Low,Other,NridgHt,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Ex,TA,No,1288,Ex,Y,type1,1,1,3,1,Ex,8,1,Gd,Attchd,3,TA,TA,Y,OT,New,Partial,325624,train,9.265017933,7.678326357,7.383989458,4,4,12.69349862
